src,dst,relationship
1127,572,follow
1681,1912,follow
67,592,friend
184,1931,friend
153,366,follow
210,900,friend
1087,1173,follow
1374,449,follow
1928,1789,friend
123,1655,friend
4,243,follow
1329,706,friend
1149,1270,friend
836,773,friend
1524,393,friend
1247,1805,follow
1519,49,follow
273,1599,friend
1620,855,friend
617,1409,follow
1109,1871,friend
1145,1528,follow
175,1064,follow
1026,116,follow
713,1871,follow
1867,732,follow
1461,44,follow
616,1938,friend
549,716,friend
1724,454,follow
1770,799,friend
1421,645,friend
1350,1933,follow
1735,1744,follow
1673,866,friend
1637,1209,friend
1100,1004,follow
319,1193,follow
642,126,follow
324,1537,follow
1540,1276,friend
1201,1810,friend
69,264,follow
1759,640,friend
1500,1877,friend
1448,1687,follow
1345,808,follow
1873,927,friend
1786,1682,friend
1252,1748,follow
1627,871,follow
218,737,friend
505,13,follow
622,1352,follow
1525,594,follow
64,270,friend
408,80,follow
1645,696,follow
561,1076,follow
1736,814,follow
1058,1882,follow
1772,471,friend
1001,1348,follow
803,609,follow
1152,763,follow
813,1297,friend
899,1071,friend
1181,3,follow
219,558,friend
1060,1174,friend
613,485,friend
1987,1564,friend
922,1240,follow
485,1239,follow
1638,1410,follow
1295,290,friend
987,137,follow
1546,1821,friend
44,1496,friend
1771,219,follow
1645,1046,follow
681,1528,friend
1015,650,friend
1173,1990,follow
168,219,follow
629,1368,friend
999,147,follow
1845,1107,friend
1542,1298,friend
40,973,friend
425,784,follow
876,1245,follow
814,367,friend
819,711,follow
1758,1862,friend
1691,640,friend
1753,1518,follow
1849,1980,follow
789,2000,friend
1128,1466,follow
383,1312,friend
1164,1123,friend
1558,1050,friend
1974,174,follow
250,1722,follow
1401,312,friend
1523,1995,follow
1440,240,follow
98,1328,follow
590,1790,friend
877,1066,follow
1405,1185,friend
928,1785,friend
1220,1405,follow
1595,528,follow
181,50,friend
212,1615,follow
1524,1816,follow
1519,1472,friend
1108,440,follow
1954,1400,friend
1214,1590,follow
488,732,follow
524,389,follow
1605,1246,friend
1553,1056,follow
1800,933,follow
427,456,follow
1263,728,friend
492,1605,follow
461,40,follow
1801,1535,friend
1020,1724,friend
638,676,friend
1364,1534,friend
1698,656,follow
1359,1190,friend
1856,1996,follow
364,107,friend
1302,656,follow
1940,189,friend
1544,189,friend
135,55,friend
197,933,friend
1174,1410,follow
1078,948,follow
1205,723,friend
976,671,follow
1642,724,follow
1416,943,friend
1170,1668,follow
1082,1821,follow
919,137,follow
509,1959,friend
1605,1596,friend
82,394,friend
1376,1544,friend
1324,1354,friend
1314,666,follow
238,153,follow
355,1492,follow
167,1441,friend
1258,734,follow
700,1904,follow
602,1369,friend
690,1216,follow
1125,1144,follow
1505,611,friend
1120,800,friend
1407,76,friend
1997,1073,friend
1508,882,friend
1940,539,friend
479,215,friend
1432,1826,friend
1817,1637,follow
1406,605,friend
1750,415,friend
879,1088,friend
473,400,follow
1304,328,friend
1208,822,follow
1085,964,friend
350,1498,follow
1186,1770,follow
147,415,follow
551,1030,follow
936,841,friend
1485,1837,friend
1526,1838,follow
1058,272,friend
891,1098,follow
839,908,follow
1675,1180,friend
266,1046,follow
1269,492,friend
204,168,follow
1802,955,friend
1573,903,follow
174,1457,follow
169,1113,friend
148,236,friend
213,1385,friend
1044,1313,follow
1070,282,friend
173,1986,follow
622,529,friend
1515,898,friend
942,1036,follow
1475,1499,follow
1480,1843,follow
1814,965,follow
363,1329,follow
1194,1257,friend
1235,1258,follow
891,1448,follow
824,226,follow
1665,842,friend
595,174,follow
636,175,follow
753,1514,friend
1133,981,friend
686,292,follow
1969,1253,friend
1573,1253,follow
1193,1786,friend
224,1924,friend
1041,1392,friend
10,652,follow
466,1457,friend
75,1801,friend
810,1267,friend
414,1267,friend
882,581,follow
1677,852,follow
1224,318,friend
1773,1314,friend
369,1524,friend
754,1335,friend
692,457,follow
1809,971,follow
651,456,friend
1179,575,friend
1676,1381,friend
616,1401,friend
215,1057,follow
225,1745,follow
1958,313,follow
564,1211,follow
1431,796,follow
1421,108,follow
1892,1945,follow
1923,1258,follow
868,1622,friend
472,1622,friend
27,1006,follow
1735,1207,friend
558,1396,friend
1733,1134,friend
1774,1135,follow
1394,1668,follow
1826,1325,follow
771,1689,follow
1769,791,follow
652,277,follow
769,1616,follow
273,1412,follow
1042,462,follow
179,1750,friend
1046,1335,friend
1421,458,follow
1390,1145,friend
1887,1951,friend
233,1232,friend
264,545,friend
207,11,follow
262,472,friend
298,129,friend
606,282,follow
628,1761,friend
232,1761,friend
134,1226,follow
1636,1551,friend
1011,1499,follow
1104,1690,follow
1816,206,follow
849,417,follow
966,1756,friend
1289,689,friend
219,21,friend
716,827,friend
263,293,follow
416,1289,friend
1653,1905,follow
1529,149,friend
557,16,follow
510,170,follow
572,1048,friend
285,1772,friend
1007,976,friend
1869,217,friend
470,771,friend
1363,1577,friend
962,1233,follow
681,991,friend
428,1299,follow
1157,920,friend
433,1643,follow
710,231,follow
1305,1572,follow
1248,1038,friend
219,371,friend
1081,1864,follow
670,832,friend
148,1659,friend
50,1124,follow
927,1397,friend
860,175,follow
120,365,friend
1789,638,friend
1013,1171,follow
1362,1325,friend
1854,1787,follow
882,1654,follow
835,1808,follow
861,777,friend
768,586,follow
23,432,friend
1107,52,friend
635,996,friend
1593,699,friend
1983,854,follow
913,186,follow
173,376,follow
1259,1577,follow
639,1869,follow
1019,1336,follow
476,185,follow
168,32,friend
50,1474,follow
876,1058,friend
1292,182,follow
1373,1864,friend
1409,1521,follow
1316,1330,friend
1290,109,follow
1185,1813,friend
1159,592,follow
1224,1741,friend
1312,1588,follow
1594,520,follow
1661,1742,friend
138,540,follow
255,1879,follow
630,1002,follow
1630,177,friend
1867,1618,friend
229,658,follow
432,263,friend
1440,53,follow
380,73,follow
1374,1685,follow
1835,582,follow
4,1479,follow
718,68,follow
374,258,friend
30,448,follow
840,1751,follow
532,1598,follow
1652,875,follow
339,1203,follow
743,1818,follow
1667,1937,follow
211,1957,follow
1933,336,friend
524,202,follow
925,546,follow
990,1695,follow
589,1351,friend
1558,1213,follow
555,1767,follow
1852,936,friend
453,1490,friend
52,1146,friend
826,540,friend
929,1419,friend
304,1367,friend
638,489,follow
1646,279,friend
1226,1413,friend
1606,880,follow
484,22,follow
140,212,friend
303,1896,follow
981,828,follow
1817,1100,friend
1858,1101,follow
1108,603,friend
387,89,friend
1571,1825,follow
941,1429,follow
206,1963,follow
1416,756,friend
259,843,friend
792,1306,follow
782,618,friend
47,1152,follow
1967,1044,follow
878,1080,follow
1165,356,follow
1602,357,friend
167,1254,follow
248,684,friend
201,838,friend
1094,1644,friend
1130,1301,friend
1500,80,friend
1971,1917,friend
1997,886,follow
1560,885,follow
94,217,follow
7,972,follow
382,95,follow
1244,1588,follow
843,1244,follow
160,1968,follow
1182,710,friend
838,900,friend
1376,1707,follow
1304,141,friend
1309,485,follow
593,315,friend
316,1727,friend
402,1501,friend
1085,777,friend
1126,778,friend
1121,434,follow
1618,1240,follow
1582,1583,follow
496,382,friend
95,38,friend
162,1260,follow
587,500,follow
1480,1306,follow
29,1670,friend
19,982,friend
901,1599,friend
495,911,follow
1763,840,follow
367,1665,follow
1138,788,follow
742,788,friend
1177,716,friend
107,48,follow
1182,1060,friend
1015,1886,follow
1041,855,friend
72,993,friend
1567,901,friend
1520,1055,friend
887,388,friend
54,387,follow
952,1537,friend
1824,1466,friend
697,264,follow
1251,1604,friend
1199,1414,follow
1287,1261,follow
1092,793,follow
758,1671,friend
1436,603,friend
534,1963,friend
1635,1944,follow
498,54,follow
594,516,friend
1378,598,follow
72,1343,friend
440,49,friend
1343,1543,follow
257,342,friend
1119,1835,follow
1721,937,follow
811,1682,follow
1580,732,follow
1179,388,friend
1148,1075,friend
1523,198,friend
960,1024,follow
564,1024,friend
277,1748,friend
1963,470,follow
1770,75,follow
1923,1071,friend
863,1091,friend
462,747,friend
842,214,follow
56,59,follow
529,1969,friend
1678,486,friend
1334,676,follow
1329,332,friend
1826,1138,follow
427,1692,follow
1394,1481,follow
308,280,friend
360,470,friend
1769,604,friend
800,742,follow
669,1225,follow
278,1569,friend
180,1034,friend
1453,1307,friend
1057,1307,friend
646,275,friend
1427,86,follow
1601,1959,friend
145,1979,friend
73,413,follow
1862,14,follow
1984,1697,friend
1012,1564,friend
549,342,friend
898,496,follow
1786,958,follow
1328,80,follow
325,634,follow
483,1974,follow
233,1045,follow
171,167,friend
1785,1487,friend
288,1506,friend
766,1508,friend
360,820,friend
730,1851,follow
1165,1779,follow
1693,1898,follow
1631,1020,follow
581,1728,follow
1782,435,follow
1930,1087,friend
1310,1379,friend
971,1913,friend
1843,1842,friend
320,640,follow
817,1446,follow
1536,379,follow
1161,1256,follow
34,54,follow
1252,1374,friend
1684,1031,friend
285,1585,friend
1059,979,friend
1742,255,follow
1546,1097,follow
1936,1252,follow
85,773,follow
152,1995,follow
1484,219,follow
1160,1785,follow
1311,1200,friend
468,511,friend
1337,169,friend
1058,1508,follow
1340,440,friend
1178,1610,follow
875,1801,follow
1248,851,friend
685,1677,friend
680,1333,follow
1609,1796,friend
1557,1606,follow
91,938,friend
81,250,friend
1925,312,follow
521,522,friend
922,866,friend
146,1399,follow
1895,1601,follow
481,1123,friend
80,779,friend
804,56,friend
23,245,friend
1890,1257,friend
885,1738,follow
1752,1323,follow
790,1878,follow
1015,276,follow
1507,738,follow
1598,856,follow
1608,1544,friend
1004,117,follow
1501,923,follow
1308,528,follow
974,1406,follow
819,337,follow
1185,1626,follow
1216,939,friend
1214,866,friend
1651,867,follow
190,543,follow
534,353,follow
1036,1503,follow
1062,472,follow
67,1641,friend
153,1415,follow
528,538,friend
476,348,follow
595,1760,friend
1426,1688,follow
1749,621,follow
335,143,friend
9,1636,friend
35,605,friend
723,225,follow
30,261,friend
876,1221,follow
814,343,friend
1215,687,follow
688,1170,friend
277,138,follow
738,1287,follow
550,1236,follow
139,204,follow
1422,1165,follow
1083,1699,friend
682,1355,follow
1867,1781,friend
1795,215,friend
57,1303,friend
396,769,friend
497,1575,friend
523,544,friend
1646,92,friend
247,646,follow
643,646,friend
452,1832,friend
385,610,follow
724,76,friend
1856,1622,follow
1950,503,follow
1205,349,friend
150,713,follow
606,1518,friend
976,297,follow
1702,1155,follow
1478,1447,friend
1853,570,friend
1514,1104,friend
53,780,follow
848,1051,friend
509,1585,friend
139,554,follow
920,365,friend
1720,980,follow
412,1652,follow
386,431,follow
1248,1924,friend
664,1873,friend
258,1185,friend
700,1530,friend
1089,1113,friend
151,564,follow
99,374,friend
1716,457,follow
1315,113,friend
403,785,follow
444,786,follow
900,1591,friend
781,179,follow
1736,1863,friend
1710,642,follow
1491,1278,friend
1090,934,follow
214,1263,follow
59,194,friend
496,195,follow
310,1725,follow
248,847,follow
983,313,friend
1922,1464,follow
1366,51,friend
363,605,friend
958,1946,friend
891,724,follow
1863,857,friend
120,1601,follow
1321,308,friend
1706,119,friend
302,329,follow
987,1186,follow
1766,924,friend
357,790,friend
1367,653,friend
1296,1941,friend
1609,186,friend
666,1545,follow
234,1888,follow
265,1201,follow
260,857,friend
1424,406,follow
1541,1745,friend
1567,714,follow
574,1956,friend
111,734,friend
1973,1402,follow
1045,1541,follow
890,472,friend
983,663,friend
420,1489,friend
353,267,friend
1418,591,follow
1256,1761,follow
511,1607,follow
609,488,friend
425,1833,friend
1290,1345,follow
230,1365,friend
1818,1464,follow
1097,950,follow
357,1140,friend
295,262,follow
352,796,follow
1964,535,follow
1917,689,friend
508,555,friend
107,211,friend
625,1894,follow
1472,73,follow
969,1704,friend
542,139,follow
661,1551,follow
1877,1290,follow
1445,1633,friend
318,431,follow
1932,1751,follow
476,1771,friend
70,1083,follow
846,550,friend
911,1699,friend
369,1150,friend
307,272,follow
1647,1767,follow
1929,699,friend
1621,546,follow
1585,889,friend
119,221,follow
1056,1299,follow
27,632,follow
92,1781,friend
1401,1711,friend
1339,833,friend
329,970,follow
365,627,friend
805,899,follow
1698,1705,follow
1579,293,follow
232,1037,friend
364,1156,friend
1083,89,friend
703,622,friend
708,966,friend
1976,895,follow
1356,1187,friend
1294,309,friend
549,155,follow
950,499,follow
570,1032,friend
1939,1767,follow
1892,1921,friend
858,910,friend
801,376,friend
796,32,follow
1704,1870,friend
918,1715,friend
1236,304,friend
233,858,follow
314,288,follow
1607,1937,follow
1196,905,follow
1980,987,friend
669,1388,friend
967,853,friend
535,1196,friend
1500,1316,friend
1844,1126,friend
719,1505,friend
581,1541,friend
1930,900,follow
373,114,follow
1310,1192,follow
914,1192,friend
188,334,follow
570,1382,follow
1848,1999,follow
1786,1121,friend
1802,1654,friend
726,1141,follow
1654,1002,friend
874,1793,follow
1992,997,friend
244,1397,follow
218,176,follow
340,1859,friend
1398,258,follow
1095,449,follow
1556,1598,friend
1931,721,follow
1838,530,friend
33,396,friend
1996,1870,friend
1270,1012,follow
1645,135,friend
243,1926,friend
94,1803,friend
808,392,friend
1264,1197,follow
1305,1198,follow
209,1561,friend
336,1336,follow
279,802,friend
1552,1075,follow
1208,1265,follow
547,1556,friend
927,1023,friend
521,335,friend
182,869,friend
583,1213,follow
956,263,follow
1854,1413,follow
820,402,friend
1358,1209,friend
1260,674,friend
353,1690,follow
234,278,friend
1225,1619,follow
762,397,follow
1660,1547,follow
256,1757,friend
142,689,friend
634,1151,follow
665,464,friend
1405,274,friend
1840,202,friend
1511,1424,follow
1881,203,friend
1449,546,friend
1308,341,friend
480,684,follow
881,1028,follow
1316,956,follow
1128,905,follow
882,1630,follow
722,217,follow
591,700,friend
185,12,follow
1062,285,follow
1528,1778,follow
1893,213,follow
1989,675,friend
1775,1655,friend
1801,624,friend
1307,89,friend
1861,1429,follow
1897,1086,follow
1119,38,follow
1329,1568,friend
1215,500,follow
1210,156,friend
298,828,friend
241,294,friend
1576,1445,follow
1519,911,follow
1514,567,follow
743,1444,follow
1667,1563,friend
738,1100,follow
1042,1511,follow
990,1321,friend
1047,1855,follow
980,633,friend
458,1460,follow
396,582,friend
21,1459,follow
114,1650,friend
554,1922,follow
1421,1507,follow
1328,1316,friend
1760,973,friend
294,305,friend
760,1798,follow
1171,578,follow
1570,849,follow
510,869,follow
212,1404,friend
1048,1676,follow
1129,1106,friend
1576,1795,follow
48,249,friend
910,1742,follow
1939,157,follow
879,177,follow
889,865,follow
1371,639,follow
1914,1790,follow
386,244,friend
1967,670,friend
1258,173,follow
1380,1856,follow
1813,203,friend
1068,49,follow
1971,1543,follow
598,1066,follow
161,1065,friend
653,1527,follow
971,116,friend
1926,1800,friend
465,1476,friend
747,408,follow
403,598,follow
1223,337,friend
1715,799,friend
213,474,friend
1371,989,follow
371,1814,follow
407,1471,friend
736,249,friend
345,593,follow
689,403,friend
1957,332,follow
496,8,friend
1055,1692,follow
556,813,friend
1045,1004,friend
1922,1277,friend
1084,932,follow
86,1830,friend
1521,933,friend
172,1604,follow
521,1758,follow
865,1568,follow
839,347,friend
495,537,follow
1823,1271,friend
701,413,friend
398,604,follow
1797,50,follow
1630,876,friend
1234,876,friend
1635,1220,follow
117,362,follow
710,1630,follow
736,599,follow
1942,1902,friend
70,546,follow
613,1697,friend
1671,96,follow
1783,1091,friend
1480,1282,friend
759,768,friend
907,1420,friend
1194,696,friend
788,8,friend
1784,1693,friend
631,1522,friend
328,1713,friend
1347,1692,friend
1686,1158,follow
605,301,friend
357,953,friend
854,1759,friend
1344,640,follow
1932,1564,follow
908,1241,follow
132,1774,follow
903,897,friend
1739,1169,follow
247,1532,friend
1245,634,follow
1830,1287,friend
1773,753,friend
364,619,friend
1251,1580,friend
1189,702,follow
819,1923,follow
1738,1698,follow
907,1770,friend
282,1718,follow
179,839,friend
1963,96,follow
845,892,follow
1046,424,friend
1553,1918,friend
1918,353,follow
498,30,friend
1678,112,friend
391,1661,friend
761,440,friend
523,1780,friend
1242,713,friend
1354,1708,friend
643,1882,friend
560,127,follow
385,1846,follow
1057,933,follow
1508,1394,follow
1950,1739,friend
1601,1585,friend
1642,1586,follow
1124,1325,friend
981,1877,follow
1022,1878,friend
236,1723,follow
1356,1000,friend
1299,466,follow
1442,774,follow
513,311,follow
960,1000,follow
1046,774,friend
920,1601,friend
1314,1528,follow
1257,994,follow
259,1892,follow
1319,1872,friend
1754,1800,friend
1126,1477,follow
1350,1185,friend
1064,599,follow
1217,1595,follow
1597,1062,follow
1499,527,follow
126,50,friend
1657,1867,follow
105,1425,friend
232,1200,friend
1412,1282,friend
1011,938,friend
1878,523,friend
1873,179,friend
104,1954,friend
966,1195,follow
1320,1693,follow
976,1883,friend
565,851,follow
1683,55,friend
320,266,friend
442,1949,follow
473,1262,friend
1252,1000,follow
1591,466,follow
187,676,friend
1126,1827,follow
1023,948,follow
1890,533,friend
1155,1067,friend
429,209,follow
439,897,follow
527,744,friend
1058,1134,follow
1392,256,friend
891,1960,follow
777,892,friend
1204,205,friend
89,1272,follow
1138,1837,friend
670,271,friend
1943,544,friend
112,1441,follow
1891,354,friend
1041,1904,friend
547,1369,follow
645,1904,follow
1080,1832,follow
1952,1761,friend
794,1246,follow
1792,348,friend
1164,25,friend
825,559,follow
394,1504,friend
1163,554,follow
397,1775,follow
1106,20,friend
261,1914,follow
1608,1170,friend
